product_id,category,product_name,price,image,image_url,source
276361585,Chuột chơi game,Chuột không dây siêu nhẹ Fnatic x Lamzu Maya 8K - Đi kèm dongle 8KHz - Hàng Chính Hãng,3450000,276361585.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/f5/a8/60/0d4821fff5b438aa1e7793b2ad91308b.jpg,https://tiki.vn/chuot-khong-day-sieu-nhe-fnatic-x-lamzu-maya-8k-di-kem-dongle-8khz-hang-chinh-hang-p276361585.html?spid=276361586
276296737,Chuột chơi game,Chuột máy tính có dây TEKKIN B2 gaming silent tắt âm 6 nút bấm 8800 DPI có app - hàng nhập khẩu,105000,276296737.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/e6/0b/89/5c907628f8d6ae12eb9551c2f857caac.jpg,https://tiki.vn/chuot-may-tinh-co-day-tekkin-b2-gaming-silent-tat-am-6-nut-bam-8800-dpi-co-app-hang-nhap-khau-p276296737.html?spid=276296743
276296710,Chuột chơi game,Chuột bluetooth không dây cao cấp TEKKIN JERTECH WB112 thiết kế trong suốt  - hàng nhập khẩu,209000,276296710.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/d9/1c/1d/57887d14597834d91864049e418ea2dc.jpg,https://tiki.vn/chuot-bluetooth-khong-day-cao-cap-tekkin-jertech-wb112-thiet-ke-trong-suot-hang-nhap-khau-p276296710.html?spid=276296726
276296706,Chuột chơi game,Chuột bluetooth không dây máy tính không tiếng click có thể sạc lại TEKKIN A20  - hàng nhập khẩu,139000,276296706.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/b9/99/ce/d29355c0c532941feaf36220e5d69a43.jpg,https://tiki.vn/chuot-bluetooth-khong-day-may-tinh-khong-tieng-click-co-the-sac-lai-tekkin-a20-hang-nhap-khau-p276296706.html?spid=276296727
276296730,Chuột chơi game,Chuột Bluetooth Không Dây TEKKIN X7 Pin Sạc Kết Nối 2 Chế Độ Cho Máy Tính Laptop - hàng nhập khẩu,159900,276296730.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/86/12/bc/b1c61fd42860d4cf40b73e4f81286fd8.jpg,https://tiki.vn/chuot-bluetooth-khong-day-tekkin-x7-pin-sac-ket-noi-2-che-do-cho-may-tinh-laptop-hang-nhap-khau-p276296730.html?spid=276296732
276246828,Chuột chơi game,Bàn phím chơi game có dây Logitech G915 X TKL WIRED RGB MECHANICAL - GiaPhucStore | Hàng Chính Hãng,4690000,276246828.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/86/f1/8e/90153156530d080a5b8b97b09fe2fca6.jpg,https://tiki.vn/ban-phim-choi-game-co-day-logitech-g915-x-tkl-wired-rgb-mechanical-giaphucstore-hang-chinh-hang-p276246828.html?spid=276246829
276232499,Chuột chơi game,Chuột không dây siêu nhẹ Lamzu Maya X - Hỗ trợ 8KHz - Hàng Chính Hãng,3300000,276232499.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/b7/60/9f/3dd5408afad5084ff077f0a78af31414.jpg,https://tiki.vn/chuot-khong-day-sieu-nhe-lamzu-maya-x-ho-tro-8khz-hang-chinh-hang-p276232499.html?spid=276233237
276223652,Chuột chơi game,Chuột Bluetooth không dây tự sạc pin TEKKIN INPHIC M1P ko tiếng click - hàng nhập khẩu,109000,276223652.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/64/bd/41/2613f911b387a5f419df7fc6d1d4dadd.jpg,https://tiki.vn/chuot-bluetooth-khong-day-tu-sac-pin-tekkin-inphic-m1p-ko-tieng-click-hang-nhap-khau-p276223652.html?spid=276223670
276164517,Chuột chơi game,Chuột Gaming Logitech PRO X SUPERLIGHT 2 DEX - Hàng Chính Hãng,3599000,276164517.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/ab/a4/12/d19f6abb1d7482b6d649b2d8c6de0ff7.png,https://tiki.vn/chuot-gaming-logitech-pro-x-superlight-2-dex-hang-chinh-hang-p276164517.html?spid=276164519
276163723,Chuột chơi game,Chuột Gaming Logitech PRO X SUPERLIGHT 2 DEX - Hàng Chính Hãng,3590000,276163723.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/ab/a4/12/3759f0a27f37df17cf3e4144093dad24.png,https://tiki.vn/chuot-gaming-logitech-pro-x-superlight-2-dex-hang-chinh-hang-p276163723.html?spid=276163725
276163033,Chuột chơi game,Chuột Gaming Logitech Pro 2 Lightspeed - Hàng Chính Hãng,3449000,276163033.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/3f/41/0d/67bf464e468bfd7281abcff42655c1bc.png,https://tiki.vn/chuot-gaming-logitech-pro-2-lightspeed-hang-chinh-hang-p276163033.html?spid=276163035
276162992,Chuột chơi game,Chuột Gaming Logitech Pro 2 Lightspeed - Hàng Chính Hãng,2699000,276162992.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/d5/d1/c4/1b2df79c37ec5464dac05bb1b7747e96.png,https://tiki.vn/chuot-gaming-logitech-pro-2-lightspeed-hang-chinh-hang-p276162992.html?spid=276162998
276085170,Chuột chơi game,Chuột Game có dây HP M270 - Hàng chính hãng,219000,276085170.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/fa/f8/3f/19f7d3305aea117542039a4542ba4afe.PNG,https://tiki.vn/chuot-game-co-day-hp-m270-hang-chinh-hang-p276085170.html?spid=276085171
276085021,Chuột chơi game,Chuột Game có dây HP M260 - Hàng chính hãng,179000,276085021.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/d6/99/55/1cc0a743c47c3f6a2a1302b14fedca6e.PNG,https://tiki.vn/chuot-game-co-day-hp-m260-hang-chinh-hang-p276085021.html?spid=276085034
276074400,Chuột chơi game,Chuột LED RGB 7200 DPI Gaming Mouse G26 cho máy tính laptop hàng nhập khẩu,185000,276074400.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/ea/c1/b8/874c16680fb624d622afb0b67a309d08.jpg,https://tiki.vn/chuot-led-rgb-7200-dpi-gaming-mouse-macro-g26-cho-may-tinh-laptop-hang-nhap-khau-p276074400.html?spid=276074401
